Date/Time;Radiated Energy (e10 J);Impact energy (kt);Velocity (km/s);Altitude (km);Longitude (deg.);Latitude (deg.);Latitude direction (East / West);Latitude direction (North / South);Geo point
1999-11-07T18:53:06+01:00;8.9;0.27;;;77;2;W;S;2.3, 77.4
1999-10-26T19:19:42+02:00;8.6;0.27;;;70;13;W;N;13.7, 70.8
1999-08-06T05:22:37+02:00;6.8;0.22;;;;;;;
1999-06-25T08:27:41+02:00;12.4;0.37;;69.0;121;50;E;N;50.0, 121.0
1999-05-23T09:02:10+02:00;2.6;0.092;;;116;16;W;S;16.4, 116.3
1999-04-26T13:33:06+02:00;9.2;0.28;;;6;22;E;S;22.5, 6.5
1999-04-26T11:49:26+02:00;3.3;0.11;;;159;32;E;S;32.8, 159.1
1999-02-19T00:15:25+01:00;15.4;0.44;;;64;54;W;S;54.9, 64.6
1999-01-19T03:32:21+01:00;2.4;0.086;;;85;7;E;N;7.9, 85.8
1998-12-22T10:24:00+01:00;2.7;0.095;;;;;;;
1998-11-23T21:20:14+01:00;2.5;0.089;;;160;82;E;N;82.3, 160.1
1998-09-04T11:16:11+02:00;12.8;0.38;;;;;;;
1998-09-01T13:15:04+02:00;2.4;0.086;;;23;34;E;N;34.6, 23.6
1998-08-30T02:20:12+02:00;4.1;0.14;;;;;;;
1998-08-08T14:55:22+02:00;2.3;0.082;;;;;;;
1998-01-08T17:10:21+01:00;6.2;0.2;;;;;;;
1997-09-30T14:31:18+02:00;2.3;0.082;;;63;38;E;S;38.1, 63.9
1997-07-04T14:22:33+02:00;2.7;0.095;;;175;15;W;S;15.8, 175.8
1997-05-22T10:30:15+02:00;4.5;0.15;;;;;;;
1997-02-06T19:28:34+01:00;2.6;0.092;;;;;;;
1997-01-23T11:03:27+01:00;27.0;0.73;;;94;15;E;S;15.0, 94.2
1996-12-17T05:16:18+01:00;4.1;0.14;;;37;34;W;N;34.1, 37.2
1996-12-10T07:09:32+01:00;25.0;0.68;;;;;;;
1996-11-22T11:06:17+01:00;6.8;0.22;;;;;;;
1996-10-07T19:43:44+02:00;4.5;0.15;;;;;;;
1996-08-15T18:07:51+02:00;8.4;0.26;;;;;;;
1996-08-07T05:16:03+02:00;15.0;0.43;;;;;;;
1996-06-25T13:22:40+02:00;2.1;0.076;;;;;;;
1996-05-08T03:02:05+02:00;2.8;0.098;;;;;;;
1996-05-01T15:19:25+02:00;3.5;0.12;;;;;;;
1996-03-30T05:03:32+01:00;12.0;0.36;;;84;31;W;S;31.1, 84.3
1996-03-13T09:31:01+01:00;23.0;0.63;;;;;;;
1996-02-16T08:03:14+01:00;5.5;0.18;;;;;;;
1996-01-18T18:10:49+01:00;12.0;0.36;;;;;;;
1995-12-22T14:26:29+01:00;45.0;1.1;;;73;70;W;S;70.2, 73.3
1995-12-09T20:54:26+01:00;12.0;0.36;;;79;2;W;S;2.9, 79.0
1995-11-13T04:10:47+01:00;2.1;0.076;;;;;;;
1995-10-01T03:42:01+01:00;3.5;0.12;;;;;;;
1995-08-06T06:38:09+02:00;5.5;0.18;;;;;;;
1995-06-09T11:28:38+02:00;2.5;0.089;;;;;;;
1995-04-02T14:32:38+02:00;2.5;0.089;;;;;;;
1994-10-08T04:24:22+01:00;6.6;0.21;;;;;;;
1994-09-22T06:22:17+02:00;6.7;0.21;;;;;;;
1994-06-03T22:48:42+02:00;50.9;1.3;;;;;;;
1994-05-29T11:30:58+02:00;38.4;1.0;;;2;52;E;N;52.8, 2.3
1993-11-29T18:48:41+01:00;2.6;0.092;;;78;26;E;N;26.5, 78.3
